MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability
4,8,10,4,7,3,3,6,3,11,5,3,7,8,4,8,0,4,5,7,0.6383
3,8,6,6,9,3,4,5,3,3,3,6,7,7,7,10,6,4,5,6,0.6349
8,3,5,9,10,6,6,4,7,4,9,3,6,5,6,6,7,2,3,8,0.7131
4,8,6,8,4,5,4,9,12,5,3,3,6,6,10,4,6,5,5,7,0.6636
2,7,5,13,4,9,9,4,1,10,6,5,8,7,4,4,7,5,6,6,0.6717
7,0,10,5,3,6,7,7,11,9,9,5,10,6,6,4,3,6,6,6,0.6931
5,9,4,5,8,5,3,3,6,7,5,6,7,5,7,4,5,5,3,5,0.6335
9,4,6,8,7,8,9,5,7,5,9,5,8,4,6,7,11,6,4,2,0.7393
6,7,2,5,7,5,5,4,10,4,4,5,5,4,6,2,5,4,5,5,0.6077
5,6,5,4,3,9,4,6,4,3,5,4,3,5,4,6,5,8,4,7,0.5658
11,7,6,8,8,7,4,4,6,6,3,7,3,5,4,9,3,7,8,5,0.7516
7,11,7,9,8,7,10,4,9,5,9,6,2,6,2,3,7,5,1,8,0.6966
4,11,4,5,3,7,8,3,7,4,5,10,6,10,5,13,4,8,5,9,0.6967
10,7,11,4,8,9,7,5,2,4,4,4,3,8,5,5,7,3,7,7,0.7194
6,7,5,8,8,5,6,7,4,5,7,4,3,7,7,3,7,7,6,6,0.7255
5,6,3,5,4,8,7,7,6,7,3,7,5,5,6,4,4,3,5,5,0.5805
6,6,0,5,3,8,7,6,6,8,5,3,5,7,7,3,6,8,5,4,0.6335
2,5,5,4,4,7,7,12,6,1,11,9,5,6,7,8,8,5,4,6,0.6805
4,6,5,5,4,2,1,7,5,10,4,11,11,2,4,7,6,5,3,6,0.5682
6,4,7,9,4,2,4,8,10,3,6,9,6,6,4,8,6,7,6,8,0.7061
11,7,2,4,6,10,9,5,1,7,6,5,9,5,4,9,6,7,4,4,0.6753
1,6,4,6,1,10,7,6,7,8,5,4,4,8,7,8,3,2,5,5,0.5844
7,5,4,7,8,10,5,7,8,6,9,5,5,11,3,6,8,8,5,6,0.7924
7,4,5,7,10,5,4,5,1,3,3,9,9,2,7,7,8,3,9,6,0.6869
6,2,6,4,10,8,3,7,5,9,5,4,4,8,11,5,4,4,4,7,0.7073
7,6,15,9,6,8,7,4,7,3,9,11,11,2,4,6,6,5,4,6,0.7549
4,9,5,14,7,6,8,4,5,9,4,4,5,1,4,12,4,10,4,4,0.6809
10,3,7,9,6,3,4,4,3,9,2,7,7,6,4,5,6,12,6,4,0.7349
6,4,4,5,6,8,6,7,6,3,4,9,6,6,6,6,3,6,4,4,0.5995
3,6,4,5,8,7,8,3,10,9,5,5,4,4,5,2,8,8,3,6,0.6257
6,2,2,10,5,6,8,6,11,8,2,7,7,5,6,4,9,4,8,8,0.7028
8,7,8,9,11,4,8,7,5,10,9,3,6,9,7,1,5,4,4,6,0.7722
5,6,4,8,7,7,5,5,5,5,2,6,3,8,4,3,8,8,3,6,0.6516
4,2,1,7,8,4,5,9,5,6,4,10,7,7,6,5,6,6,7,10,0.6537
2,5,6,7,3,5,3,3,5,4,6,6,6,7,3,4,7,6,2,4,0.5458
4,7,2,3,6,4,5,4,9,9,6,4,7,6,4,6,4,8,6,6,0.6099
4,10,8,4,7,4,6,3,9,9,9,5,10,8,6,7,4,3,5,5,0.6956
3,11,7,4,8,3,6,4,7,6,9,5,5,2,8,3,7,6,6,3,0.6187
6,5,7,8,3,6,3,16,7,11,2,5,3,9,6,3,9,7,5,6,0.7444
5,6,8,6,5,5,9,5,5,4,5,5,8,12,6,7,5,5,4,8,0.6963
6,5,5,5,6,7,5,5,11,4,4,4,6,5,7,4,7,6,8,3,0.6611
6,8,4,8,7,7,3,3,7,6,12,8,4,5,9,6,7,5,4,5,0.7044
5,5,4,5,4,6,9,7,4,5,12,3,10,5,7,7,7,7,11,7,0.7074
5,6,4,6,5,7,7,5,12,8,10,5,9,8,4,16,6,10,6,5,0.7695
4,6,5,7,4,6,4,2,8,7,1,8,6,6,5,3,3,6,5,7,0.6093
9,4,11,7,6,4,3,7,5,7,7,9,4,4,6,4,7,8,10,4,0.7207
4,5,4,9,6,5,6,8,8,3,4,3,5,13,9,3,11,9,5,4,0.7586
5,6,3,4,3,6,4,7,8,4,7,6,4,4,4,3,6,3,9,11,0.5917
8,9,7,6,5,10,3,7,6,5,5,3,3,7,5,4,7,4,8,14,0.7162
4,4,6,6,3,5,3,9,6,5,4,10,12,7,10,0,9,5,8,1,0.667
6,9,7,7,5,4,1,8,9,7,7,4,15,5,11,11,8,8,8,5,0.8336
7,7,1,4,4,5,8,5,6,6,8,6,2,9,9,7,4,9,3,11,0.7017
7,3,5,5,9,4,4,10,6,6,3,4,4,3,6,4,3,5,5,12,0.665
8,4,12,7,3,6,3,4,10,4,5,8,6,8,4,4,5,4,9,6,0.7043
5,1,4,7,2,6,6,2,4,7,4,3,6,6,13,9,6,7,7,5,0.6242
8,7,9,5,2,7,9,8,2,3,4,3,7,5,3,7,9,8,5,7,0.6497
7,4,6,8,9,7,6,2,3,10,10,6,7,7,3,3,4,6,3,2,0.6954
3,5,5,8,3,9,4,10,10,4,4,8,3,7,6,2,2,6,10,10,0.6568
6,5,10,8,7,5,13,1,3,4,6,6,8,3,6,5,5,6,4,3,0.5935
10,5,6,6,5,7,8,7,3,10,8,5,5,5,3,4,8,5,9,9,0.7246
8,5,1,5,6,6,8,4,8,11,6,8,9,3,6,6,5,7,11,3,0.6905
5,5,5,8,9,4,6,7,3,5,7,6,11,6,7,4,7,10,7,7,0.7519
10,3,9,5,6,5,9,4,6,10,8,10,3,5,5,9,5,6,7,6,0.7007
4,8,4,6,5,6,5,5,7,3,5,10,5,4,7,6,2,6,6,4,0.6142
8,3,6,7,6,9,7,5,4,5,5,5,6,7,3,4,4,7,4,3,0.6519
2,7,2,6,4,7,4,2,2,10,4,6,8,3,3,7,7,5,4,14,0.5841
11,7,4,6,3,6,2,5,12,5,7,5,8,5,3,5,7,11,5,6,0.7355
6,1,2,7,4,10,4,5,9,5,1,9,7,8,7,8,6,9,4,2,0.6502
5,8,7,9,9,8,6,4,6,3,5,6,7,7,6,4,8,5,8,9,0.7386
8,4,6,8,5,6,10,5,13,9,6,7,9,4,4,8,3,7,4,8,0.732
7,6,11,12,4,6,3,7,5,9,6,4,5,16,5,5,7,9,10,7,0.9096
5,2,4,5,7,6,7,10,4,8,7,4,8,8,4,4,7,7,6,1,0.6588
6,6,4,8,6,6,8,6,6,4,3,8,2,4,7,8,4,1,0,3,0.6064
8,5,4,5,5,5,6,9,4,7,4,0,9,5,5,3,7,7,4,6,0.6425
4,6,5,3,7,10,2,9,8,4,4,5,3,8,8,9,6,6,2,6,0.6537
8,8,6,4,6,7,7,4,7,1,2,3,9,5,6,3,6,4,6,6,0.6153
7,4,9,8,6,7,7,3,7,8,3,4,7,6,5,8,7,4,5,3,0.6903
10,9,3,9,6,2,4,6,6,6,8,11,7,3,9,3,2,5,4,6,0.7274
4,1,7,7,2,5,7,6,12,6,11,6,5,6,7,8,6,6,4,8,0.6922
8,6,9,4,4,4,3,5,7,9,5,5,3,5,10,7,6,5,11,8,0.7227
5,8,6,8,4,1,5,2,9,6,3,2,6,7,6,8,4,5,10,7,0.6519
5,3,7,11,8,7,2,3,4,6,9,5,4,4,6,4,4,1,4,6,0.6483
4,5,5,6,13,11,1,12,6,4,5,6,5,6,6,11,6,7,7,8,0.7844
3,5,7,2,9,6,6,2,5,3,5,4,5,9,3,7,7,3,6,7,0.591
1,4,6,4,1,7,5,6,5,7,6,5,6,9,5,12,4,3,8,7,0.6
3,6,5,3,7,9,3,6,8,2,11,6,5,13,10,8,4,11,6,5,0.7183
9,3,7,5,4,5,8,1,6,4,5,5,4,8,9,6,4,4,10,8,0.6833
5,4,7,3,8,4,7,5,4,7,6,5,4,2,6,8,5,10,6,6,0.6263
7,7,11,3,3,9,5,7,8,2,4,6,8,7,3,5,4,8,5,12,0.6825
8,4,5,5,4,4,3,4,7,6,6,10,7,8,5,3,7,4,5,11,0.665
3,4,4,6,6,6,3,1,5,2,5,3,8,7,5,6,6,8,10,4,0.5992
7,6,6,7,10,7,5,4,10,3,7,8,3,2,7,5,10,7,8,5,0.7234
5,4,7,5,7,3,2,3,6,7,6,9,5,5,7,5,4,10,8,7,0.6473
5,4,5,6,6,2,5,5,6,3,2,10,8,2,8,1,7,7,3,2,0.5384
1,8,7,3,3,4,7,7,4,4,6,4,6,10,8,6,6,4,6,5,0.5894
7,9,4,1,4,8,4,5,4,7,6,8,7,1,8,4,6,2,7,6,0.6183
2,7,7,5,2,6,9,5,5,2,7,5,5,11,4,7,5,8,1,16,0.6337
4,7,4,7,4,7,5,4,4,4,7,8,9,2,3,3,7,4,12,5,0.5812
8,6,10,4,6,4,11,5,6,8,6,6,8,7,10,5,9,6,8,7,0.7506
7,5,2,4,3,6,7,7,6,8,11,4,4,6,5,3,2,7,1,4,0.6274
11,3,7,4,7,9,6,3,8,6,7,7,8,6,4,4,3,6,10,6,0.7618
4,10,10,2,5,1,10,4,3,7,4,6,2,4,8,4,3,5,8,2,0.5568
3,5,7,5,7,8,3,6,5,5,8,4,7,6,5,7,6,6,6,4,0.6447
6,1,9,5,9,5,10,3,8,4,8,4,4,4,3,9,3,5,7,3,0.6597
7,8,8,6,4,11,4,3,9,9,13,2,3,8,5,6,4,7,10,3,0.7385
3,6,4,6,4,6,10,6,9,9,6,8,4,5,0,5,7,5,5,2,0.5692
5,7,3,6,10,3,8,4,2,8,4,5,9,7,8,4,4,6,2,6,0.6485
3,7,5,3,9,7,2,6,8,6,6,3,8,5,4,10,7,8,4,9,0.6752
5,12,9,4,4,6,7,4,6,4,6,7,4,4,5,8,6,8,11,6,0.6563
9,5,5,11,7,6,3,7,8,5,8,6,11,3,8,8,5,9,7,9,0.7807
7,8,4,4,9,6,11,9,5,9,6,7,8,7,9,6,1,4,5,5,0.7122
8,4,2,4,8,5,2,8,6,6,4,6,5,7,6,2,4,3,4,3,0.6253
3,7,8,10,6,6,8,7,8,8,6,6,5,4,9,4,8,4,5,6,0.6803
7,2,5,4,5,7,8,5,4,6,4,7,5,7,9,5,4,6,4,7,0.6433
11,7,11,7,6,5,3,9,5,10,5,3,2,8,5,4,9,5,3,3,0.7639
2,4,1,7,6,6,1,13,5,9,3,9,6,7,9,5,10,8,12,3,0.7016
8,8,8,5,10,6,6,3,5,6,9,6,5,8,11,5,12,6,7,4,0.814
8,8,2,6,6,10,14,8,2,10,3,9,6,11,5,6,10,6,9,8,0.77
8,5,8,6,4,5,4,5,7,5,5,9,5,10,7,5,5,9,4,8,0.74
12,5,6,9,10,6,4,7,10,3,6,8,5,10,11,9,6,2,6,1,0.8773
6,8,0,11,7,5,3,5,6,5,5,6,3,5,9,5,1,3,10,5,0.6626
6,7,11,4,5,9,8,1,1,6,8,5,3,5,8,12,6,7,5,5,0.6739
3,2,8,4,2,10,3,7,9,3,5,8,4,9,7,4,7,5,4,7,0.5965
4,6,9,8,6,7,4,7,8,5,9,3,7,4,7,2,6,4,5,7,0.6605
5,9,5,9,8,10,9,5,5,5,10,6,2,6,4,8,3,4,8,5,0.7094
6,7,4,7,5,3,6,6,5,4,7,3,5,5,3,5,9,5,5,4,0.6017
11,3,3,8,7,6,5,6,5,6,4,3,11,5,3,5,4,3,5,3,0.6929
5,10,5,1,6,4,7,2,5,4,6,8,3,4,2,3,6,8,8,3,0.5594
3,9,6,5,5,6,7,7,11,8,3,7,3,6,2,9,2,6,4,6,0.6375
6,4,4,6,4,7,3,8,9,7,6,10,9,9,3,5,5,4,6,10,0.7171
4,7,4,3,9,11,5,7,8,5,6,2,7,4,10,4,8,7,5,7,0.6958
6,8,7,5,6,3,7,4,10,7,4,11,8,3,3,3,4,6,6,4,0.6032
8,6,7,2,12,7,5,10,4,5,6,4,8,5,9,6,5,10,2,6,0.7479
8,8,6,4,6,3,6,11,7,8,6,7,6,7,6,3,5,2,7,7,0.7053
4,4,3,5,6,4,7,5,6,8,3,10,4,6,10,2,6,4,5,13,0.6035
8,9,10,8,6,4,6,5,6,6,3,3,3,7,7,7,4,9,6,5,0.7203
4,8,10,6,8,11,9,9,6,7,4,5,4,7,5,2,6,4,4,10,0.7271
2,6,8,9,9,6,5,6,8,5,10,11,6,9,10,5,12,6,6,8,0.7725
3,9,5,4,7,8,6,5,6,7,3,4,1,5,10,10,4,7,6,6,0.6516
5,8,6,3,10,11,3,7,8,2,6,12,6,7,8,8,7,4,9,3,0.7497
4,4,4,6,4,9,5,7,6,4,4,7,7,5,5,4,7,7,3,4,0.5906
7,9,7,8,10,8,7,7,5,8,5,6,5,5,9,6,5,7,4,9,0.7698
5,6,4,6,8,6,4,4,3,5,6,5,6,6,10,3,8,5,6,3,0.6532
2,8,5,4,5,7,3,8,5,9,9,7,4,7,6,3,11,7,4,7,0.6333
8,10,8,6,7,9,5,5,4,4,7,8,5,8,3,4,4,9,3,6,0.701
7,9,6,9,2,4,7,7,6,2,4,7,6,5,5,7,7,5,7,8,0.6855
5,8,6,3,10,6,8,2,6,4,9,3,6,10,7,8,6,4,5,9,0.6948
6,1,3,9,3,8,2,11,10,8,10,4,8,3,7,3,3,3,6,6,0.6521
8,5,7,3,4,4,5,8,6,8,6,8,4,5,9,6,5,7,5,3,0.6649
7,10,5,6,5,10,12,6,8,3,9,5,2,6,5,6,3,3,5,6,0.6994
5,2,7,5,7,12,7,5,2,6,6,7,9,5,7,7,6,8,6,5,0.6643
5,6,4,7,5,8,7,7,4,2,5,4,7,8,9,7,3,1,5,12,0.6437
3,4,10,9,7,10,8,1,8,10,7,3,6,7,6,7,7,5,7,5,0.7646
5,3,8,6,4,3,12,3,8,6,6,3,4,7,7,2,6,6,4,8,0.5956
3,7,5,8,5,2,5,7,5,2,8,5,4,2,4,10,8,6,7,2,0.5852
9,3,4,5,6,7,6,3,8,9,6,9,9,11,8,7,6,11,6,3,0.7799
3,5,4,6,5,7,2,7,7,10,5,4,7,7,8,6,7,6,9,4,0.6681
2,2,5,3,4,11,3,4,7,7,6,2,4,4,5,6,4,6,5,8,0.5222
5,6,7,6,8,6,4,4,9,3,5,6,8,3,6,10,7,4,5,2,0.6494
6,12,7,6,2,7,5,4,10,2,9,6,7,6,4,2,4,8,3,5,0.6374
8,8,8,6,4,2,7,6,4,4,9,7,4,8,9,7,6,6,5,4,0.7095
6,6,9,6,8,6,10,5,6,8,6,8,4,9,4,5,7,8,8,5,0.7185
8,5,7,4,9,6,5,7,3,2,5,4,2,7,13,10,4,6,1,7,0.6736
7,4,5,10,5,8,9,4,10,5,3,6,3,6,10,6,7,6,7,7,0.7056
9,7,6,8,4,8,9,5,5,6,10,6,8,4,7,8,8,3,8,1,0.7189
6,6,11,6,6,6,8,6,5,4,4,4,8,8,3,10,7,2,5,5,0.713
3,6,3,5,3,6,10,4,8,5,8,8,7,6,1,10,8,7,3,9,0.6276
4,4,4,4,3,9,5,1,5,4,9,5,6,8,9,5,4,3,4,9,0.6098
5,6,6,3,3,6,5,5,7,7,7,9,8,6,8,3,3,4,5,8,0.6149
6,5,11,4,5,4,3,6,6,3,5,5,6,5,6,9,8,11,2,6,0.666
3,5,4,5,4,4,9,5,4,9,7,3,5,5,5,5,6,3,5,4,0.5714
13,3,11,9,7,4,5,4,8,9,13,6,5,4,6,11,7,7,4,2,0.8364
6,3,3,6,6,5,3,4,1,2,3,7,4,9,6,9,10,4,5,5,0.6256
12,4,9,3,1,5,5,5,7,9,11,10,5,4,5,6,9,12,4,8,0.7477
7,8,6,5,4,5,7,4,8,3,5,6,6,8,5,5,14,5,6,5,0.6773
1,5,6,5,7,4,2,8,4,8,4,5,4,6,3,1,10,7,8,6,0.5801
8,7,8,4,4,2,7,7,3,5,7,4,6,2,7,7,5,4,8,7,0.6236
2,2,8,9,10,12,5,7,6,6,6,7,8,10,8,6,2,7,11,4,0.7504
5,5,5,5,6,12,5,4,8,4,4,6,4,3,12,7,5,12,3,0,0.6491
6,5,5,8,6,10,6,4,3,6,6,3,6,8,3,4,5,6,8,8,0.6872
10,3,3,4,3,8,4,11,0,5,7,3,8,6,8,5,5,2,3,3,0.6124
5,7,6,3,14,6,5,10,6,10,2,4,2,3,6,5,5,9,6,2,0.685
4,10,8,3,3,4,6,5,4,5,8,7,2,5,15,3,8,6,4,9,0.6063
3,8,9,8,8,6,3,10,4,6,7,6,3,4,4,5,7,5,7,4,0.6585
8,5,5,2,5,5,4,4,8,7,14,10,11,5,5,6,6,6,7,9,0.7211
9,5,5,4,5,11,5,8,4,5,7,5,5,11,10,10,7,7,11,11,0.8443
5,4,6,4,4,7,4,7,6,5,10,7,6,4,7,4,3,6,3,5,0.6085
3,8,4,4,5,8,6,4,7,11,5,7,2,6,3,8,11,3,8,2,0.6164
11,9,10,7,6,5,4,9,8,2,4,4,2,6,8,5,3,6,4,4,0.7256
6,6,9,11,6,3,8,5,3,8,5,11,6,5,2,8,6,7,5,6,0.7097
4,8,4,6,8,2,4,8,3,5,16,5,6,1,5,5,4,5,8,7,0.6236
4,5,4,10,11,6,5,9,3,2,5,7,8,7,8,6,4,4,1,2,0.6998
4,4,7,4,10,7,7,6,5,5,3,1,4,7,10,6,5,3,6,4,0.6564
8,9,7,8,4,6,4,1,5,6,8,6,5,6,7,2,2,5,3,5,0.6534
10,6,8,5,5,8,6,6,4,6,3,5,9,8,5,4,5,5,7,4,0.6917
4,5,5,7,12,2,4,5,10,5,2,6,4,10,6,8,9,6,3,7,0.7233
6,4,6,8,10,1,8,7,4,4,7,7,1,9,4,4,9,5,1,7,0.6771
5,3,7,7,8,7,11,8,6,7,7,4,4,3,6,5,5,7,9,6,0.683
11,7,8,5,5,5,5,5,7,7,7,6,6,11,5,1,8,3,7,3,0.7265
10,5,5,2,7,6,3,4,4,5,6,6,5,5,6,7,12,5,6,11,0.7473
8,2,5,1,6,5,4,6,8,9,2,7,7,8,6,10,5,9,6,4,0.6897
3,6,6,6,8,9,5,5,6,7,7,5,6,5,4,5,7,4,10,5,0.6626
9,9,10,3,6,7,4,7,12,7,12,8,6,8,5,5,6,7,7,9,0.835
7,3,8,4,6,4,3,4,4,11,6,7,4,3,5,6,7,4,6,5,0.6193
5,4,8,3,3,3,6,2,8,3,8,4,7,5,3,5,6,6,5,4,0.5313
6,7,7,6,6,1,5,4,5,5,2,5,5,3,8,5,3,2,9,5,0.5719
5,4,5,5,4,7,5,9,6,3,7,6,5,6,6,8,5,11,6,12,0.6837
6,8,9,2,8,11,7,3,10,5,11,3,8,4,2,8,3,11,4,7,0.7271
3,8,2,2,5,5,5,5,7,6,8,4,4,5,8,5,7,11,4,4,0.5798
4,6,4,9,5,2,3,8,5,6,5,4,4,4,8,7,9,6,7,5,0.6385
8,8,5,4,6,5,9,7,3,2,6,4,7,10,3,6,6,3,9,7,0.6751
6,7,3,7,3,10,4,1,4,10,6,7,6,5,8,7,3,6,4,9,0.6541
6,4,6,4,7,9,3,2,9,4,5,5,6,6,7,6,8,5,5,4,0.671
6,4,6,6,6,2,10,7,2,5,3,6,8,9,8,6,7,5,5,4,0.6607
6,2,6,4,8,5,7,7,3,6,5,7,8,4,7,5,9,5,7,10,0.6886
3,3,5,6,12,7,3,10,5,8,2,6,11,6,6,8,8,9,3,5,0.7221
4,0,3,1,5,8,3,3,6,4,2,5,6,9,3,5,2,7,8,5,0.5302
6,7,4,8,7,10,6,7,4,5,6,9,6,2,10,7,9,7,8,3,0.7277
7,4,5,5,5,4,6,6,3,6,6,3,7,8,8,2,6,9,6,3,0.6418
7,9,4,5,7,7,5,2,2,8,3,6,3,6,6,6,4,4,6,13,0.6569
8,6,2,8,5,4,9,3,6,7,2,7,9,1,4,8,6,5,6,7,0.6276
5,5,7,3,6,5,4,4,4,5,9,8,8,5,6,9,5,8,9,7,0.6811
6,4,5,4,9,9,6,5,3,4,4,5,3,5,7,13,3,7,8,9,0.694
4,3,8,9,7,2,9,8,7,7,9,5,6,2,6,7,6,5,6,7,0.677
7,4,5,6,4,6,6,3,6,6,1,4,7,7,5,13,5,6,4,8,0.6694
3,3,6,7,3,13,6,9,5,5,1,8,7,6,5,7,8,4,5,8,0.6462
5,3,9,8,8,7,5,6,8,4,7,7,6,7,8,6,3,6,5,5,0.7036
7,12,6,4,1,13,8,11,5,8,8,7,7,9,2,5,6,7,7,4,0.7475
13,2,8,4,7,2,5,7,2,6,4,6,2,6,10,5,7,6,4,8,0.7304
8,6,6,11,3,2,6,7,7,6,6,7,7,7,10,5,5,1,8,5,0.742
8,4,7,6,5,1,6,5,6,5,2,13,6,6,6,10,5,7,7,4,0.6731
4,7,6,8,6,2,6,2,4,8,8,8,11,7,5,4,8,4,6,11,0.7203
3,8,11,6,8,6,7,8,4,2,7,3,6,4,1,5,6,7,7,10,0.6445
5,1,14,3,4,7,6,4,3,11,4,4,4,6,6,3,8,2,2,7,0.5758
5,2,8,5,8,3,8,7,3,7,6,5,5,5,9,4,4,9,6,5,0.6626
6,6,1,3,5,3,7,10,4,10,6,7,8,7,7,6,9,10,6,8,0.6966
3,8,3,7,7,6,3,5,3,8,10,4,6,7,4,5,2,1,8,4,0.6354
5,11,3,8,6,3,7,5,3,4,8,5,4,7,5,6,9,5,4,6,0.6771
11,4,5,5,3,15,8,2,7,5,6,8,9,7,2,8,2,7,4,7,0.7181
9,7,9,5,4,5,5,5,3,6,6,4,6,6,6,9,7,8,7,5,0.7297
6,8,10,10,8,13,3,11,3,7,3,5,7,4,6,10,3,7,3,8,0.8187
5,4,5,5,6,7,6,6,8,8,4,9,9,4,4,5,6,4,4,6,0.6358
2,6,6,3,3,5,6,5,1,10,4,1,4,5,4,7,10,5,7,3,0.5408
5,6,3,4,10,7,7,5,6,6,7,4,13,12,4,7,9,8,7,5,0.7793
3,6,3,6,10,3,7,7,3,6,10,4,4,3,3,6,6,10,5,7,0.6351
5,8,4,5,5,6,4,7,7,4,2,7,5,5,5,11,9,2,3,5,0.5871
3,7,5,3,9,6,10,7,4,5,6,7,8,7,3,7,5,6,2,5,0.629
6,5,7,3,5,4,2,5,4,9,6,6,5,9,8,6,10,4,5,5,0.6339
6,8,5,4,8,7,7,6,6,3,5,6,3,8,10,8,9,5,5,9,0.7474
6,6,7,4,3,11,5,6,1,10,10,4,5,8,4,11,8,8,6,1,0.6995
5,7,4,5,3,8,4,5,9,4,9,11,9,6,5,5,5,2,3,2,0.6245
6,8,8,6,6,9,7,7,6,7,8,5,6,10,8,7,8,6,6,6,0.8032
5,5,10,2,8,6,7,1,5,6,4,6,3,8,7,7,5,4,7,8,0.6502
1,4,6,3,2,8,5,4,5,8,2,9,4,5,6,6,9,4,9,8,0.538
10,8,5,4,10,11,8,7,0,6,5,11,6,9,7,8,4,6,8,8,0.7755
8,3,8,9,6,5,4,8,8,4,9,6,8,6,3,1,6,5,4,5,0.7077
5,8,7,16,5,7,3,8,11,4,7,5,4,8,5,8,10,7,2,11,0.8282
4,7,6,6,8,8,8,4,8,5,10,12,4,4,4,7,6,10,10,3,0.7275
6,4,7,7,2,4,3,4,4,5,4,7,7,9,7,5,8,5,9,4,0.6334
5,6,1,5,4,9,9,2,6,9,6,5,8,5,6,6,12,4,8,8,0.669
1,7,4,1,8,3,4,7,3,4,4,2,7,7,6,4,2,7,3,5,0.5379
5,7,6,7,6,5,7,7,3,8,7,5,13,8,13,12,5,8,5,5,0.755
8,6,4,9,8,7,5,7,4,9,6,6,7,8,7,1,7,9,7,5,0.8078
6,7,6,7,6,8,5,11,8,8,6,11,5,6,10,8,2,6,4,2,0.726
10,1,8,7,5,8,5,5,6,5,5,0,5,4,7,5,10,8,5,7,0.7413
6,7,6,7,5,10,5,3,7,7,1,9,8,5,10,9,5,10,5,9,0.7485
6,4,11,4,6,7,4,2,8,8,5,7,1,8,6,6,8,8,8,5,0.7027
6,8,3,3,6,4,7,12,4,3,8,6,10,6,10,4,6,4,7,7,0.6799
8,5,3,5,3,4,2,7,13,7,5,8,5,8,6,6,7,3,7,4,0.6847
9,3,10,1,6,9,6,7,7,6,6,6,6,9,3,4,5,5,9,5,0.7123
6,5,7,9,5,6,6,5,6,5,2,3,5,10,8,3,5,4,3,7,0.6677
3,6,5,8,1,7,1,8,2,3,5,4,8,7,7,5,4,4,5,7,0.576
5,4,6,7,5,8,6,3,4,1,5,3,2,6,8,6,3,9,3,5,0.5827
9,12,9,3,9,7,7,3,5,5,5,9,12,5,8,7,4,7,3,8,0.7718
7,8,9,2,6,8,4,4,7,8,2,6,2,5,9,5,8,9,8,4,0.6902
4,5,9,7,10,7,3,8,3,3,4,3,6,10,6,5,6,7,4,6,0.7334
4,9,4,9,5,7,3,8,7,4,8,6,3,7,6,5,4,2,5,9,0.6445
4,4,8,8,4,8,4,6,6,2,4,6,8,7,3,6,6,6,3,6,0.5937
7,6,7,4,5,4,1,6,4,8,1,7,5,6,6,8,4,4,7,4,0.6239
11,5,7,5,9,4,4,6,9,5,4,6,7,13,2,2,7,6,7,4,0.7962
11,6,3,11,10,4,1,7,1,7,7,5,7,6,9,4,4,3,9,3,0.8144
6,6,5,2,5,7,7,3,4,7,5,8,10,5,7,6,5,5,3,5,0.6135
9,11,10,4,9,8,8,10,0,7,5,5,9,1,7,7,1,10,7,6,0.7785
6,4,9,6,3,6,5,3,9,7,8,6,1,9,2,5,7,8,5,5,0.6543
3,8,11,4,6,7,3,4,10,8,9,8,8,5,7,7,3,11,3,6,0.7045
9,10,3,6,10,6,7,5,9,4,6,4,8,8,5,5,4,3,6,2,0.7451
7,6,8,3,7,3,10,7,4,8,4,5,8,6,6,7,9,7,8,3,0.6931
2,5,5,4,4,6,7,4,8,1,10,8,7,6,7,5,8,8,4,8,0.6249
10,5,6,7,7,5,4,4,5,6,3,5,2,9,6,3,5,3,3,7,0.6922
5,7,7,8,4,4,7,3,4,6,5,3,4,8,11,5,3,3,8,4,0.6385
7,6,8,8,2,6,5,6,5,6,7,4,2,4,4,5,5,8,8,3,0.6193
6,8,7,4,10,3,3,3,4,2,5,3,5,8,3,5,7,6,8,8,0.7079
3,10,5,9,5,5,9,8,7,6,1,7,5,5,2,9,8,6,11,5,0.6444
4,8,2,12,4,3,2,3,6,6,3,6,4,3,4,6,4,2,5,6,0.5822
6,5,4,7,5,4,9,5,1,9,6,8,3,8,12,12,3,1,5,3,0.6657
4,2,5,4,9,5,1,4,7,8,6,5,4,3,11,7,6,10,5,8,0.6509
3,8,4,3,6,6,4,6,5,6,6,4,8,6,5,8,4,6,6,6,0.6136
6,2,4,4,3,7,4,4,6,7,6,7,8,5,3,6,6,7,8,8,0.6512
4,2,7,10,7,4,9,3,3,6,7,5,8,3,6,6,4,4,3,12,0.609
6,6,11,12,5,7,4,3,7,6,6,5,4,5,9,7,3,6,8,8,0.7319
5,2,6,2,7,9,4,5,8,7,6,9,2,4,11,4,6,1,6,8,0.6228
3,9,12,5,5,10,2,8,3,7,10,6,7,7,6,7,5,6,4,8,0.7033
8,5,7,8,3,11,6,13,6,4,2,3,7,5,4,1,5,8,4,9,0.6781
8,4,4,3,8,3,2,10,7,9,9,1,6,6,7,5,7,7,7,6,0.7247
8,3,7,7,7,9,4,9,4,6,6,8,6,5,7,3,6,11,7,4,0.7589
5,4,3,5,6,7,9,1,8,5,4,4,2,7,7,4,2,1,8,7,0.5363
6,4,6,8,3,4,5,6,8,8,5,9,6,10,5,7,5,5,6,6,0.6911
